username,full_text,Label,cleaned_text,casefolding_text,norm_text,token_text,swremove_text,stem_text,Sentimen,mention,hashtag
0108Aceh,Pangdam IM Kalungkan Medali dan Serahkan Maskot PON XXI Aceh-Sumut kepada Pemenang Cabor Menembak Kategori 25 M Rapid Fire Pistol Banda Aceh Panglima Komando Daerah Militer Iskandar Muda (Pangdam IM) Mayor Jenderal TNI Niko Fahrizal https://t.co/qi1WwKvBAQ.(Han). https://t.co/e1NzSzH4nz,0,Pangdam IM Kalungkan Medali dan Serahkan Maskot PON XXI Aceh Sumut kepada Pemenang Cabor Menembak Kategori M Rapid Fire Pistol Banda Aceh Panglima Komando Daerah Militer Iskandar Muda Pangdam IM Mayor Jenderal TNI Niko Fahrizal,pangdam im kalungkan medali dan serahkan maskot pon xxi aceh sumut kepada pemenang cabor menembak kategori m rapid fire pistol banda aceh panglima komando daerah militer iskandar muda pangdam im mayor jenderal tni niko fahrizal,pangdam im kalungkan medali dan serahkan maskot pon xxi aceh sumut kepada pemenang cabor menembak kategori m rapid fire pistol banda aceh panglima komando daerah militer iskandar muda pangdam im mayor jenderal tni niko fahrizal,"['pangdam', 'im', 'kalungkan', 'medali', 'dan', 'serahkan', 'maskot', 'pon', 'xxi', 'aceh', 'sumut', 'kepada', 'pemenang', 'cabor', 'menembak', 'kategori', 'm', 'rapid', 'fire', 'pistol', 'banda', 'aceh', 'panglima', 'komando', 'daerah', 'militer', 'iskandar', 'muda', 'pangdam', 'im', 'mayor', 'jenderal', 'tni', 'niko', 'fahrizal']","['pangdam', 'im', 'kalungkan', 'medali', 'serahkan', 'maskot', 'pon', 'xxi', 'aceh', 'sumut', 'pemenang', 'cabor', 'menembak', 'kategori', 'm', 'rapid', 'fire', 'pistol', 'banda', 'aceh', 'panglima', 'komando', 'daerah', 'militer', 'iskandar', 'muda', 'pangdam', 'im', 'mayor', 'jenderal', 'tni', 'niko', 'fahrizal']",pangdam im kalung medali serah maskot pon xxi aceh sumut menang cabor tembak kategori rapid fire pistol banda aceh panglima komando daerah militer iskandar muda pangdam im mayor jenderal tni niko fahrizal,Netral,[],[]
hariankompas,Jatim meraih medali emas pada seluruh nomor di cabang tenis PON Aceh-Sumut 2024. https://t.co/S9mK0UG1hZ #Olahraga #AdadiKompas,1,Jatim meraih medali emas pada seluruh nomor di cabang tenis PON Aceh Sumut,jatim meraih medali emas pada seluruh nomor di cabang tenis pon aceh sumut,jatim meraih medali emas pada seluruh nomor di cabang tenis pon aceh sumut,"['jatim', 'meraih', 'medali', 'emas', 'pada', 'seluruh', 'nomor', 'di', 'cabang', 'tenis', 'pon', 'aceh', 'sumut']","['jatim', 'meraih', 'medali', 'emas', 'seluruh', 'nomor', 'cabang', 'tenis', 'pon', 'aceh', 'sumut']",jatim raih medali emas seluruh nomor cabang tenis pon aceh sumut,Positif,[],"['#Olahraga', '#AdadiKompas']"
IndoTimesId,Tenis Meja PON XXI: Jakarta Juara Umum Raih 3-1-2 Medali: MEDAN https://t.co/x49azDSeUT Tim Jakarta menjadi pengumpul medali terbanyak kontes tenis meja PON XXI Aceh Sumut yang kompetisinya berakhir Kamis (19/9) di GOR Angsapura Medan. Anak-anak https://t.co/9jVLvfztZ7,1,Tenis Meja PON XXI Jakarta Juara Umum Raih Medali MEDAN Tim Jakarta menjadi pengumpul medali terbanyak kontes tenis meja PON XXI Aceh Sumut yang kompetisinya berakhir Kamis di GOR Angsapura Medan Anak anak,tenis meja pon xxi jakarta juara umum raih medali medan tim jakarta menjadi pengumpul medali terbanyak kontes tenis meja pon xxi aceh sumut yang kompetisinya berakhir kamis di gor angsapura medan anak anak,tenis meja pon xxi jakarta juara umum raih medali medan tim jakarta menjadi pengumpul medali terbanyak kontes tenis meja pon xxi aceh sumut yang kompetisinya berakhir kamis di gor angsapura medan anak anak,"['tenis', 'meja', 'pon', 'xxi', 'jakarta', 'juara', 'umum', 'raih', 'medali', 'medan', 'tim', 'jakarta', 'menjadi', 'pengumpul', 'medali', 'terbanyak', 'kontes', 'tenis', 'meja', 'pon', 'xxi', 'aceh', 'sumut', 'yang', 'kompetisinya', 'berakhir', 'kamis', 'di', 'gor', 'angsapura', 'medan', 'anak', 'anak']","['tenis', 'meja', 'pon', 'xxi', 'jakarta', 'juara', 'umum', 'raih', 'medali', 'medan', 'tim', 'jakarta', 'menjadi', 'pengumpul', 'medali', 'terbanyak', 'kontes', 'tenis', 'meja', 'pon', 'xxi', 'aceh', 'sumut', 'kompetisinya', 'berakhir', 'kamis', 'gor', 'angsapura', 'medan', 'anak', 'anak']",tenis meja pon xxi jakarta juara umum raih medali medan tim jakarta jadi kumpul medali banyak kontes tenis meja pon xxi aceh sumut kompetisi akhir kamis gor angsapura medan anak anak,Positif,[],[]
OnlineJamb87336,Hari ini Tenis Meja PON Aceh-Sumut 2024 Berakhir https://t.co/j0RNLtbnbU,0,Hari ini Tenis Meja PON Aceh Sumut Berakhir,hari ini tenis meja pon aceh sumut berakhir,hari ini tenis meja pon aceh sumut berakhir,"['hari', 'ini', 'tenis', 'meja', 'pon', 'aceh', 'sumut', 'berakhir']","['hari', 'tenis', 'meja', 'pon', 'aceh', 'sumut', 'berakhir']",hari tenis meja pon aceh sumut akhir,Netral,[],[]
inilahdotcom,Cabang olahraga tenis pada Pekan Olahraga Nasional (PON) XXI Aceh-Sumatera Utara akan menggelar final nomor tunggal putra dan putri di lapangan tenis ... https://t.co/cGBELNN4H3,0,Cabang olahraga tenis pada Pekan Olahraga Nasional PON XXI Aceh Sumatera Utara akan menggelar final nomor tunggal putra dan putri di lapangan tenis,cabang olahraga tenis pada pekan olahraga nasional pon xxi aceh sumatera utara akan menggelar final nomor tunggal putra dan putri di lapangan tenis,cabang olahraga tenis pada pekan olahraga nasional pon xxi aceh sumatera utara akan menggelar final nomor tunggal putra dan putri di lapangan tenis,"['cabang', 'olahraga', 'tenis', 'pada', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'akan', 'menggelar', 'final', 'nomor', 'tunggal', 'putra', 'dan', 'putri', 'di', 'lapangan', 'tenis']","['cabang', 'olahraga', 'tenis', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'menggelar', 'final', 'nomor', 'tunggal', 'putra', 'putri', 'lapangan', 'tenis']",cabang olahraga tenis pekan olahraga nasional pon xxi aceh sumatera utara gelar final nomor tunggal putra putri lapang tenis,Netral,[],[]
alda_nageha,Di PON Aceh Sumut seorang atlet tenis berhasil menyelamatkan lima match point sebelum memenangkan pertandingan #GemaPON2024,1,Di PON Aceh Sumut seorang atlet tenis berhasil menyelamatkan lima match point sebelum memenangkan pertandingan,di pon aceh sumut seorang atlet tenis berhasil menyelamatkan lima match point sebelum memenangkan pertandingan,di pon aceh sumut seorang atlet tenis berhasil menyelamatkan lima match point sebelum memenangkan pertandingan,"['di', 'pon', 'aceh', 'sumut', 'seorang', 'atlet', 'tenis', 'berhasil', 'menyelamatkan', 'lima', 'match', 'point', 'sebelum', 'memenangkan', 'pertandingan']","['pon', 'aceh', 'sumut', 'seorang', 'atlet', 'tenis', 'berhasil', 'menyelamatkan', 'lima', 'match', 'point', 'memenangkan', 'pertandingan']",pon aceh sumut orang atlet tenis hasil selamat lima match point menang tanding,Positif,[],['#GemaPON2024']
vicka_winarsih3,Pertandingan tenis meja di PON Aceh Sumut berlangsung meriah dengan banyak aksi mendebarkan #GemaPON2024,1,Pertandingan tenis meja di PON Aceh Sumut berlangsung meriah dengan banyak aksi mendebarkan,pertandingan tenis meja di pon aceh sumut berlangsung meriah dengan banyak aksi mendebarkan,pertandingan tenis meja di pon aceh sumut berlangsung meriah dengan banyak aksi mendebarkan,"['pertandingan', 'tenis', 'meja', 'di', 'pon', 'aceh', 'sumut', 'berlangsung', 'meriah', 'dengan', 'banyak', 'aksi', 'mendebarkan']","['pertandingan', 'tenis', 'meja', 'pon', 'aceh', 'sumut', 'berlangsung', 'meriah', 'banyak', 'aksi', 'mendebarkan']",tanding tenis meja pon aceh sumut langsung riah banyak aksi debar,Positif,[],['#GemaPON2024']
kuwat_drm4,Pertandingan tenis meja di PON Aceh Sumut bikin suasana riuh dengan kecepatan luar biasa #GemaPON2024 https://t.co/z4a1cs2PoN,1,Pertandingan tenis meja di PON Aceh Sumut bikin suasana riuh dengan kecepatan luar biasa,pertandingan tenis meja di pon aceh sumut bikin suasana riuh dengan kecepatan luar biasa,pertandingan tenis meja di pon aceh sumut membuat suasana riuh dengan kecepatan luar biasa,"['pertandingan', 'tenis', 'meja', 'di', 'pon', 'aceh', 'sumut', 'membuat', 'suasana', 'riuh', 'dengan', 'kecepatan', 'luar', 'biasa']","['pertandingan', 'tenis', 'meja', 'pon', 'aceh', 'sumut', 'membuat', 'suasana', 'riuh', 'kecepatan', 'luar', 'biasa']",tanding tenis meja pon aceh sumut buat suasana riuh cepat luar biasa,Positif,[],['#GemaPON2024']
LudusId,Ganda putra Jawa Barat dan ganda putri DKI Jakarta raih emas soft tenis di PON XXI Aceh-Sumut 2024. Emas perdana dari cabor debutan di ajang PON. Baca di https://t.co/UHUf2Wljq6 BACA SELENGKAPNYA: https://t.co/6pkW4OtSPb #PON2024,1,Ganda putra Jawa Barat dan ganda putri DKI Jakarta raih emas soft tenis di PON XXI Aceh Sumut Emas perdana dari cabor debutan di ajang PON Baca di BACA SELENGKAPNYA,ganda putra jawa barat dan ganda putri dki jakarta raih emas soft tenis di pon xxi aceh sumut emas perdana dari cabor debutan di ajang pon baca di baca selengkapnya,ganda putra jawa barat dan ganda putri dki jakarta raih emas soft tenis di pon xxi aceh sumut emas perdana dari cabor debutan di ajang pon baca di baca selengkapnya,"['ganda', 'putra', 'jawa', 'barat', 'dan', 'ganda', 'putri', 'dki', 'jakarta', 'raih', 'emas', 'soft', 'tenis', 'di', 'pon', 'xxi', 'aceh', 'sumut', 'emas', 'perdana', 'dari', 'cabor', 'debutan', 'di', 'ajang', 'pon', 'baca', 'di', 'baca', 'selengkapnya']","['ganda', 'putra', 'jawa', 'barat', 'ganda', 'putri', 'dki', 'jakarta', 'raih', 'emas', 'soft', 'tenis', 'pon', 'xxi', 'aceh', 'sumut', 'emas', 'perdana', 'cabor', 'debutan', 'ajang', 'pon', 'baca', 'baca', 'selengkapnya']",ganda putra jawa barat ganda putri dki jakarta raih emas soft tenis pon xxi aceh sumut emas perdana cabor debut ajang pon baca baca lengkap,Positif,[],['#PON2024']
heralddotID,Hasil klasemen cabang olahraga (Cabor) Soft Tenis PON XXI Aceh-Sumut 2024 kontingen Jawa Barat (Jabar) merajai di puncak Klasemen akhir dengan 2 emas dan 1 petak. https://t.co/yGaBCrIX8K,0,Hasil klasemen cabang olahraga Cabor Soft Tenis PON XXI Aceh Sumut kontingen Jawa Barat Jabar merajai di puncak Klasemen akhir dengan emas dan petak,hasil klasemen cabang olahraga cabor soft tenis pon xxi aceh sumut kontingen jawa barat jabar merajai di puncak klasemen akhir dengan emas dan petak,hasil klasemen cabang olahraga cabor soft tenis pon xxi aceh sumut kontingen jawa barat jabar merajai di puncak klasemen akhir dengan emas dan petak,"['hasil', 'klasemen', 'cabang', 'olahraga', 'cabor', 'soft', 'tenis', 'pon', 'xxi', 'aceh', 'sumut', 'kontingen', 'jawa', 'barat', 'jabar', 'merajai', 'di', 'puncak', 'klasemen', 'akhir', 'dengan', 'emas', 'dan', 'petak']","['hasil', 'klasemen', 'cabang', 'olahraga', 'cabor', 'soft', 'tenis', 'pon', 'xxi', 'aceh', 'sumut', 'kontingen', 'jawa', 'barat', 'jabar', 'merajai', 'puncak', 'klasemen', 'akhir', 'emas', 'petak']",hasil klasemen cabang olahraga cabor soft tenis pon xxi aceh sumut kontingen jawa barat jabar raja puncak klasemen akhir emas petak,Netral,[],[]
nusabalicom,Tenis meja Bali kembali menyumbangkan medali untuk kontingen Bali di PON XXI/2024 Aceh dan Sumatera Utara. https://t.co/7yqv6wSbWL,1,Tenis meja Bali kembali menyumbangkan medali untuk kontingen Bali di PON XXI Aceh dan Sumatera Utara,tenis meja bali kembali menyumbangkan medali untuk kontingen bali di pon xxi aceh dan sumatera utara,tenis meja bali kembali menyumbangkan medali untuk kontingen bali di pon xxi aceh dan sumatera utara,"['tenis', 'meja', 'bali', 'kembali', 'menyumbangkan', 'medali', 'untuk', 'kontingen', 'bali', 'di', 'pon', 'xxi', 'aceh', 'dan', 'sumatera', 'utara']","['tenis', 'meja', 'bali', 'menyumbangkan', 'medali', 'kontingen', 'bali', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']",tenis meja bal sumbang medali kontingen bal pon xxi aceh sumatera utara,Positif,[],[]
IKMpusat,Ketua DPD IKM Kota Manokwari Provinsi Papua Barat Bapak Zul dan juga Manager Atlit Tenis PON Aceh Sumatera Utara bersilaturahmi ke Kantor Sekretariat DPD IKM Kota Banda Aceh dengan Sekretariat Bapak Mulyadi Koto S.E. https://t.co/Nrx4pPEHYs,0,Ketua DPD IKM Kota Manokwari Provinsi Papua Barat Bapak Zul dan juga Manager Atlit Tenis PON Aceh Sumatera Utara bersilaturahmi ke Kantor Sekretariat DPD IKM Kota Banda Aceh dengan Sekretariat Bapak Mulyadi Koto S E,ketua dpd ikm kota manokwari provinsi papua barat bapak zul dan juga manager atlit tenis pon aceh sumatera utara bersilaturahmi ke kantor sekretariat dpd ikm kota banda aceh dengan sekretariat bapak mulyadi koto s e,ketua dpd ikm kota manokwari provinsi papua barat bapak zul dan juga manager atlit tenis pon aceh sumatera utara bersilaturahmi ke kantor sekretariat dpd ikm kota banda aceh dengan sekretariat bapak mulyadi koto s e,"['ketua', 'dpd', 'ikm', 'kota', 'manokwari', 'provinsi', 'papua', 'barat', 'bapak', 'zul', 'dan', 'juga', 'manager', 'atlit', 'tenis', 'pon', 'aceh', 'sumatera', 'utara', 'bersilaturahmi', 'ke', 'kantor', 'sekretariat', 'dpd', 'ikm', 'kota', 'banda', 'aceh', 'dengan', 'sekretariat', 'bapak', 'mulyadi', 'koto', 's', 'e']","['ketua', 'dpd', 'ikm', 'kota', 'manokwari', 'provinsi', 'papua', 'barat', 'bapak', 'zul', 'juga', 'manager', 'atlit', 'tenis', 'pon', 'aceh', 'sumatera', 'utara', 'bersilaturahmi', 'kantor', 'sekretariat', 'dpd', 'ikm', 'kota', 'banda', 'aceh', 'sekretariat', 'bapak', 'mulyadi', 'koto', 's', 'e']",ketua dpd ikm kota manokwari provinsi papua barat bapak zul juga manager atlit tenis pon aceh sumatera utara silaturahmi kantor sekretariat dpd ikm kota banda aceh sekretariat bapak mulyadi koto,Netral,[],[]
ponxxiaceh,Duel para atlet Tenis Aceh (slide 1&amp;4) VS Sulawesi Selatan (slide 2&amp;3) pada babak semifinal Ganda Putri MO PON XXI Aceh/Taufik Ar Rifai #PONXXIAcehSumut2024 #PON2024 #PONXXIAceh #BersatuKitaJuara https://t.co/KwdXiU1bgg,0,Duel para atlet Tenis Aceh slide VS Sulawesi Selatan slide pada babak semifinal Ganda Putri MO PON XXI Aceh Taufik Ar Rifai,duel para atlet tenis aceh slide vs sulawesi selatan slide pada babak semifinal ganda putri mo pon xxi aceh taufik ar rifai,duel para atlet tenis aceh slide vs sulawesi selatan slide pada babak semifinal ganda putri mo pon xxi aceh taufik ar rifai,"['duel', 'para', 'atlet', 'tenis', 'aceh', 'slide', 'vs', 'sulawesi', 'selatan', 'slide', 'pada', 'babak', 'semifinal', 'ganda', 'putri', 'mo', 'pon', 'xxi', 'aceh', 'taufik', 'ar', 'rifai']","['duel', 'atlet', 'tenis', 'aceh', 'slide', 'vs', 'sulawesi', 'selatan', 'slide', 'babak', 'semifinal', 'ganda', 'putri', 'mo', 'pon', 'xxi', 'aceh', 'taufik', 'ar', 'rifai']",duel atlet tenis aceh slide vs sulawesi selatan slide babak semifinal ganda putri mo pon xxi aceh taufik ar rifai,Netral,[],"['#PONXXIAcehSumut2024', '#PON2024', '#PONXXIAceh', '#BersatuKitaJuara']"
acehkini,Kondisi lapangan tenis di kompleks Stadion Harapan Bangsa Banda Aceh Selasa (17/9/2024) yang diguyur hujan sejak pagi hingga sore hari. Akibatnya sejumlah pertandingan tenis PON XXI Aceh-Sumut 2024 ditunda. #acehkini #PONXXI2024 https://t.co/X0MliPAbeF,-1,Kondisi lapangan tenis di kompleks Stadion Harapan Bangsa Banda Aceh Selasa yang diguyur hujan sejak pagi hingga sore hari Akibatnya sejumlah pertandingan tenis PON XXI Aceh Sumut ditunda,kondisi lapangan tenis di kompleks stadion harapan bangsa banda aceh selasa yang diguyur hujan sejak pagi hingga sore hari akibatnya sejumlah pertandingan tenis pon xxi aceh sumut ditunda,kondisi lapangan tenis di kompleks stadion harapan bangsa banda aceh selasa yang diguyur hujan sejak pagi hingga sore hari akibatnya sejumlah pertandingan tenis pon xxi aceh sumut ditunda,"['kondisi', 'lapangan', 'tenis', 'di', 'kompleks', 'stadion', 'harapan', 'bangsa', 'banda', 'aceh', 'selasa', 'yang', 'diguyur', 'hujan', 'sejak', 'pagi', 'hingga', 'sore', 'hari', 'akibatnya', 'sejumlah', 'pertandingan', 'tenis', 'pon', 'xxi', 'aceh', 'sumut', 'ditunda']","['kondisi', 'lapangan', 'tenis', 'kompleks', 'stadion', 'harapan', 'bangsa', 'banda', 'aceh', 'selasa', 'diguyur', 'hujan', 'sejak', 'pagi', 'hingga', 'sore', 'hari', 'akibatnya', 'sejumlah', 'pertandingan', 'tenis', 'pon', 'xxi', 'aceh', 'sumut', 'ditunda']",kondisi lapang tenis kompleks stadion harap bangsa banda aceh selasa guyur hujan sejak pagi hingga sore hari akibat jumlah tanding tenis pon xxi aceh sumut tunda,Negatif,[],"['#acehkini', '#PONXXI2024']"
ANTARABengkulu,Pasangan kakak beradik dari DKI Jakarta Rina Sintya dan Mira Fitria meraih emas ganda putri cabang tenis meja PON XXI Aceh-Sumatera Utara setelah mengalahkan rekan satu timnya Desi Ramadanti dan Anastasya Fabian dalam laga All Jakarta Final.https://t.co/dEX2ebtT85,1,Pasangan kakak beradik dari DKI Jakarta Rina Sintya dan Mira Fitria meraih emas ganda putri cabang tenis meja PON XXI Aceh Sumatera Utara setelah mengalahkan rekan satu timnya Desi Ramadanti dan Anastasya Fabian dalam laga All Jakarta Final,pasangan kakak beradik dari dki jakarta rina sintya dan mira fitria meraih emas ganda putri cabang tenis meja pon xxi aceh sumatera utara setelah mengalahkan rekan satu timnya desi ramadanti dan anastasya fabian dalam laga all jakarta final,pasangan kakak beradik dari dki jakarta rina sintya dan mira fitria meraih emas ganda putri cabang tenis meja pon xxi aceh sumatera utara setelah mengalahkan rekan satu timnya desi ramadanti dan anastasya fabian dalam laga all jakarta final,"['pasangan', 'kakak', 'beradik', 'dari', 'dki', 'jakarta', 'rina', 'sintya', 'dan', 'mira', 'fitria', 'meraih', 'emas', 'ganda', 'putri', 'cabang', 'tenis', 'meja', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'setelah', 'mengalahkan', 'rekan', 'satu', 'timnya', 'desi', 'ramadanti', 'dan', 'anastasya', 'fabian', 'dalam', 'laga', 'all', 'jakarta', 'final']","['pasangan', 'kakak', 'beradik', 'dki', 'jakarta', 'rina', 'sintya', 'mira', 'fitria', 'meraih', 'emas', 'ganda', 'putri', 'cabang', 'tenis', 'meja', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'mengalahkan', 'rekan', 'satu', 'timnya', 'desi', 'ramadanti', 'anastasya', 'fabian', 'laga', 'all', 'jakarta', 'final']",pasang kakak adik dki jakarta rina sintya mira fitria raih emas ganda putri cabang tenis meja pon xxi aceh sumatera utara kalah rekan satu tim desi ramadanti anastasya fabian laga all jakarta final,Positif,[],[]
ArgentianaA,Alhamdulillah ponakan ai menang medali perak PON Aceh-Sumut cabor Soft Tenis. https://t.co/r3VmGfZQTY,1,Alhamdulillah ponakan ai menang medali perak PON Aceh Sumut cabor Soft Tenis,alhamdulillah ponakan ai menang medali perak pon aceh sumut cabor soft tenis,alhamdulillah ponakan ai menang medali perak pon aceh sumut cabor soft tenis,"['alhamdulillah', 'ponakan', 'ai', 'menang', 'medali', 'perak', 'pon', 'aceh', 'sumut', 'cabor', 'soft', 'tenis']","['alhamdulillah', 'ponakan', 'ai', 'menang', 'medali', 'perak', 'pon', 'aceh', 'sumut', 'cabor', 'soft', 'tenis']",alhamdulillah ponakan ai menang medali perak pon aceh sumut cabor soft tenis,Positif,[],[]
nusabalicom,Kontingen tenis meja Bali berhasil mencetak sejarah pada PON XXI/2024 Aceh dan Sumatera Utara. https://t.co/GPKBHRIjqP,1,Kontingen tenis meja Bali berhasil mencetak sejarah pada PON XXI Aceh dan Sumatera Utara,kontingen tenis meja bali berhasil mencetak sejarah pada pon xxi aceh dan sumatera utara,kontingen tenis meja bali berhasil mencetak sejarah pada pon xxi aceh dan sumatera utara,"['kontingen', 'tenis', 'meja', 'bali', 'berhasil', 'mencetak', 'sejarah', 'pada', 'pon', 'xxi', 'aceh', 'dan', 'sumatera', 'utara']","['kontingen', 'tenis', 'meja', 'bali', 'berhasil', 'mencetak', 'sejarah', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']",kontingen tenis meja bal hasil cetak sejarah pon xxi aceh sumatera utara,Positif,[],[]
bidhumasaceh,Kolaborasi solid Polri dan TNI berikan rasa aman di PON XXI Cabang Olahraga Tenis di Stadion Harapan Bangsa. @DivHumas_Polri @Polripresisi @polisi_peduli @Halo_Polisi @indo_pol #bidhumaspoldaaceh #poldaaceh #polripresisi #PONXXI https://t.co/OIu5saLXAw,0,Kolaborasi solid Polri dan TNI berikan rasa aman di PON XXI Cabang Olahraga Tenis di Stadion Harapan Bangsa,kolaborasi solid polri dan tni berikan rasa aman di pon xxi cabang olahraga tenis di stadion harapan bangsa,kolaborasi solid polri dan tni berikan rasa aman di pon xxi cabang olahraga tenis di stadion harapan bangsa,"['kolaborasi', 'solid', 'polri', 'dan', 'tni', 'berikan', 'rasa', 'aman', 'di', 'pon', 'xxi', 'cabang', 'olahraga', 'tenis', 'di', 'stadion', 'harapan', 'bangsa']","['kolaborasi', 'solid', 'polri', 'tni', 'berikan', 'rasa', 'aman', 'pon', 'xxi', 'cabang', 'olahraga', 'tenis', 'stadion', 'harapan', 'bangsa']",kolaborasi solid polri tni ikan rasa aman pon xxi cabang olahraga tenis stadion harap bangsa,Netral,"['@DivHumas_Polri', '@Polripresisi', '@polisi_peduli', '@Halo_Polisi', '@indo_pol']","['#bidhumaspoldaaceh', '#poldaaceh', '#polripresisi', '#PONXXI']"
warji_rangga,Atlet atlet di cabang olahraga tenis meja menunjukkan ketangkasan yang luar biasa disambut tepuk tangan penonton di PON Aceh Sumut #GeloraPON2024,1,Atlet atlet di cabang olahraga tenis meja menunjukkan ketangkasan yang luar biasa disambut tepuk tangan penonton di PON Aceh Sumut,atlet atlet di cabang olahraga tenis meja menunjukkan ketangkasan yang luar biasa disambut tepuk tangan penonton di pon aceh sumut,atlet atlet di cabang olahraga tenis meja menunjukkan ketangkasan yang luar biasa disambut tepuk tangan penonton di pon aceh sumut,"['atlet', 'atlet', 'di', 'cabang', 'olahraga', 'tenis', 'meja', 'menunjukkan', 'ketangkasan', 'yang', 'luar', 'biasa', 'disambut', 'tepuk', 'tangan', 'penonton', 'di', 'pon', 'aceh', 'sumut']","['atlet', 'atlet', 'cabang', 'olahraga', 'tenis', 'meja', 'menunjukkan', 'ketangkasan', 'luar', 'biasa', 'disambut', 'tepuk', 'tangan', 'penonton', 'pon', 'aceh', 'sumut']",atlet atlet cabang olahraga tenis meja tunjuk tangkas luar biasa sambut tepuk tangan tonton pon aceh sumut,Positif,[],['#GeloraPON2024']
ANTARAJatim_,Sebanyak 58 pasangan ganda putra dan ganda putri tenis meja akan bertanding pada hari ini (Senin) dalam ajang Pekan Olahraga Nasional (PON) Aceh-Sumatera Utara 2024 yang berlangsung di GOR Angsapura Medan. https://t.co/EkfMaSSCRo,0,Sebanyak pasangan ganda putra dan ganda putri tenis meja akan bertanding pada hari ini Senin dalam ajang Pekan Olahraga Nasional PON Aceh Sumatera Utara yang berlangsung di GOR Angsapura Medan,sebanyak pasangan ganda putra dan ganda putri tenis meja akan bertanding pada hari ini senin dalam ajang pekan olahraga nasional pon aceh sumatera utara yang berlangsung di gor angsapura medan,sebanyak pasangan ganda putra dan ganda putri tenis meja akan bertanding pada hari ini senin dalam ajang pekan olahraga nasional pon aceh sumatera utara yang berlangsung di gor angsapura medan,"['sebanyak', 'pasangan', 'ganda', 'putra', 'dan', 'ganda', 'putri', 'tenis', 'meja', 'akan', 'bertanding', 'pada', 'hari', 'ini', 'senin', 'dalam', 'ajang', 'pekan', 'olahraga', 'nasional', 'pon', 'aceh', 'sumatera', 'utara', 'yang', 'berlangsung', 'di', 'gor', 'angsapura', 'medan']","['sebanyak', 'pasangan', 'ganda', 'putra', 'ganda', 'putri', 'tenis', 'meja', 'bertanding', 'hari', 'senin', 'ajang', 'pekan', 'olahraga', 'nasional', 'pon', 'aceh', 'sumatera', 'utara', 'berlangsung', 'gor', 'angsapura', 'medan']",banyak pasang ganda putra ganda putri tenis meja tanding hari senin ajang pekan olahraga nasional pon aceh sumatera utara langsung gor angsapura medan,Netral,[],[]
ponxxiaceh,aksi epic atlet Tenis MC PON XXI Aceh/Suryadi #PONXXIAcehSumut2024 #PONXXIAceh #BersatuKitaJuara https://t.co/CSgeIGxS6t,1,aksi epic atlet Tenis MC PON XXI Aceh Suryadi,aksi epic atlet tenis mc pon xxi aceh suryadi,aksi epic atlet tenis mc pon xxi aceh suryadi,"['aksi', 'epic', 'atlet', 'tenis', 'mc', 'pon', 'xxi', 'aceh', 'suryadi']","['aksi', 'epic', 'atlet', 'tenis', 'mc', 'pon', 'xxi', 'aceh', 'suryadi']",aksi epic atlet tenis mc pon xxi aceh suryadi,Positif,[],"['#PONXXIAcehSumut2024', '#PONXXIAceh', '#BersatuKitaJuara']"
buseronline2022,Bali Raih Emas Tenis Meja Ganda Campuran di PON XXI Aceh-Sumut https://t.co/R0Qu71ePcR lewat @Buser Online,1,Bali Raih Emas Tenis Meja Ganda Campuran di PON XXI Aceh Sumut lewat Online,bali raih emas tenis meja ganda campuran di pon xxi aceh sumut lewat online,bali raih emas tenis meja ganda campuran di pon xxi aceh sumut lewat online,"['bali', 'raih', 'emas', 'tenis', 'meja', 'ganda', 'campuran', 'di', 'pon', 'xxi', 'aceh', 'sumut', 'lewat', 'online']","['bali', 'raih', 'emas', 'tenis', 'meja', 'ganda', 'campuran', 'pon', 'xxi', 'aceh', 'sumut', 'lewat', 'online']",bal raih emas tenis meja ganda campur pon xxi aceh sumut lewat online,Positif,['@Buser'],[]
JRKAceh,PON XXI Aceh-Sumut 2024: Tenis Lapangan Kategori Beregu Selesai Jawa Timur Dominasi Medali Emas https://t.co/mhT3R6Zzvk https://t.co/RzXz5j6RRm,1,PON XXI Aceh Sumut Tenis Lapangan Kategori Beregu Selesai Jawa Timur Dominasi Medali Emas,pon xxi aceh sumut tenis lapangan kategori beregu selesai jawa timur dominasi medali emas,pon xxi aceh sumut tenis lapangan kategori beregu selesai jawa timur dominasi medali emas,"['pon', 'xxi', 'aceh', 'sumut', 'tenis', 'lapangan', 'kategori', 'beregu', 'selesai', 'jawa', 'timur', 'dominasi', 'medali', 'emas']","['pon', 'xxi', 'aceh', 'sumut', 'tenis', 'lapangan', 'kategori', 'beregu', 'selesai', 'jawa', 'timur', 'dominasi', 'medali', 'emas']",pon xxi aceh sumut tenis lapang kategori regu selesai jawa timur dominasi medali emas,Positif,[],[]
